일자,제목,키워드,감정라벨,감정점수
2022-01-01,"애플 메타 테슬라 '기호지세' ""현금 보유 성장성 매력적""","애플,메타,테슬라,기호지세,현금,보유,성장성,매력적,리서치센터장,해외주식,새해,유망,해외,주식,증시,서학개미,해외,증시,투자,개인투자자,열풍,코스피,지수,상승,3.6%,스탠더드앤드푸어스,미국,S&amp,500지수,27.6%,급등,해외,주식,수익률,2022년,수익률,투자,해외,주식,행렬,지속,전망,증권사,리서치,센터장,증시,글로벌,금리,인상기,돌입,대외,변수,만큼,현금,성장성,애플,메타플랫폼스,미국,정보,대형주,투자,서울경제신문,증권사,리서치,센터장,대상,설문,조사,결과,해외,주식,시장,유망,종목,선택,애플,주력,상품,증가,아이폰,판매,확장현실,XR,기기,출시,성장성,점수,리서치센터장,오태동,NH,투자,증권,리서치,센터장,애플,빅테크,기업,매출액,개선,견조,흐름,잉여,현금,전망,2022년,애플카,출시,XR,기기,기대감,호평,애플,마이크로소프트,MS,메타플랫폼스,미국,빅테크,투자,유망,종목,선정,리서치센터장,유종우,한국투자증권,리서치,센터,메타플랫폼스,견조,가입자,유입,지속,기업들,성장,기업,밸류에이션,부담,규제,리스크,완화,주가,회복,가능성,마이크로소프트,추천,종목,리서치센터장,서철수,미래에셋증권,리서치,센터장,인공지능,AI,시장,기업,소프트웨어,영향력,확대,클라우드,시장,성장,호조,PC,수요,지속,게임,시장,성장,단기,모멘텀,긍정적,서학개미,사랑,테슬라,2022년,의견,리서치센터장,윤석모,삼성증권,리서치,센터장,데이터,소프트웨어,원가,혁신,에너지사업부,성장성,허가,시점,공장,가동,완전,자율,주행,상용,차세대,양산,배터리,모멘텀,평가,미국,경제,견조,소비,형태,종목,오프라인,리테일,관심,조언,나이키,긍정적,리서치센터장,유승창,KB,증권,리서치,센터장,정책,정가,판매,인상,제품,가격,호실적,예상,판매,디지털,채널,온라인,매출,긍정적,설명,플러그파워,노보,노디스크,알파벳,AMD,아마존,유나이티드헬스,그룹,추천,종목,제시,전문가들,해외,주식,시도,투자자들,종목,지수,추종,상장지수펀드,ETF,안정적,투자,제언,유종우,센터장,기업,제외,해외,기업,만큼,ETF,지수,추종,업종,ETF,해외,주식,시작,ETF,포함,기업들,영향,개별,주식,위험,부담,장점,조언,해외,주식,환율,영향,수익률,악영향,제도,통합,증거금,활용,방법,제도,통합,증거금,별도,환전,절차,계좌,원화,외화,주식,거래,결제일,금액,자동,환전,서비스,윤석모,센터장,해외,주식,수익,환율,손실,발생,수익률,실제,수익,최악,마이너스,발생,환전,분산,환율,변동성,설명,양도소득세,해외,주식,양도,소득세,연간,매도,해외,주식,수익,손실,합산,평가,수익,발생,손실,종목,매도,과표,최소화,현명,투자,방법,센터장들,강조",neutral,3.4763253410346806
2022-01-02,“18만 달러 더 줄테니 가지 마” 애플 vs 메타 싸움 점입가경,"달러,점입가경,애플,vs,메타,싸움,점입,가경,애플,메타,페이스북,싸움,점입가경,앱추적,투명성,ATT,적용,원색,비난,회사,신경전,확보,미래,먹거리,인재,쟁탈전,블룸버그,외신,애플,달러,최대,2억,주식,인센티브,지급,지급,대상,반도체,설계,하드웨어,소프트웨어,실적,5만,18만,달러,주식,애플,4년,근무,조건,애플,예정,인센티브,제공,쟁탈전,인재,치열,메타,인력,급증,블룸버그,애플,사이,메타,이직,엔지니어,100명,애플,메타,증강현실,AR,홍보책임자,안드레아,슈베르트,영입,맞불,충돌,지점,AR,가상현실,VR,중심,메타버스,회사,미래사업,분야,애플카,불투명,애플,내년,AR,헤드셋,출시,메타버스,진입,전망,애플,하드웨어,엔지니어링,리치오,수석,부사장,프로젝트,책임자,내정,업계,프로젝트,AR,VR,애플,메타,메타버스,보유,독보,플랫폼,겨냥,관측,그동안,애플,아이폰,앱스토어,모바일,기기,생태,페이스북,SNS,독보,지위,경쟁,갈등,깊이,애플,메타,감정,상태,메타,사명,메타버스,미래,성장,동력,선언,자회사,오큘러스,VR,기기,제조,회사,메타버스,진입,지렛대,전략,메타,방향타,배경,애플,애플,iOS,업데이트,앱추적,투명성,ATT,적용,치명상,메타,핵심,수익,모델,맞춤,광고,사용자,페이스북,사용,생성,데이터,활용,성별,나이,인종,최적화,광고,구조,ATT,적용,불가능,페이스북,하루,20억,가량,사용,SNS,세계,최대,추가,성장,도모,메타,소상공인,위협,애플,ATT,계획,ATT,반발,전면광고,신문,애플,최고,경영자,CEO,마크,저커버그,메타,CEO,서로,비난,불편,심기,미국,경제,매체,개인정보,회사,철학,정반대,싸움,수년,지속,진단",neutral,2.999949850658595
2022-01-02,"[미국주식톱픽] 애플, 서학개미 순매수 1위...테슬라 상위권 유지","애플,1위,서학개미,매수,테슬라,상위,유지,배정원,인턴,서학개미들,마지막,일주일,서학개미,애플,주식,테슬라,매수,상위,랭크,성장,전기차,시장,개미들,기대감,투영,한국예탁결제원,개인,투자자,지난주,12.24,12.30,애플,APPLE,4407만,달러,한화,523억,어치,집계,한국예탁결제원,애플,30일,현지시간,거래일,대비,0.66%,하락,178.20달러,거래,애플,주가,가량,상승,내년,아이폰,출하,XR,확장현실,헤드셋,출시,매출,증가,주가,기대감,매수,모건스탠리,글로벌,투자,은행,애플,목표주가,200달러,상향,조정,JP모건,애플,목표주가,210달러,제시,블룸버그,애플,자율주행,핵심,프로세서,2025년,자동차,완전,자율,주행,애플카,출시,예고,서학개미들,애플,안정적,투자처,인식,주식,2위,테슬라,TESLA,차지,매수,규모,달러,한화,378억,테슬라,주가,27일,현지시간,1093.94달러,28일,현지시간,일론,머스크,테슬라,최고,경영자,CEO,추가,지분,매각,소식,하락,0.21%,소폭,전기차,열풍,테슬라,중국,시장,수요,확대,신규,공장,가동,영향,내년,주가,상승,전망,투자자들,러브콜,3위,엔비디아,NVIDIA,CORP,매수,규모,달러,한화,350억,대표적,메타버스,수혜주,엔비디아,누적,수익,130%,정도,상승세,엔비디아,출시,인공지능,메타버스,협업,플랫폼,옴니버스,제조,디자인,자율주행,분야,메타버스,적용,필수,평가,엔비디아,인공지능,메타버스,유망,산업,진출,만큼,수익,투자자들,매수세,지속,예상,4위,어도비,ADOBE,차지,매수,규모,달러,한화,313억,어도비,14일,현지시간,JP모건,기술주,투자의견,중립,주가,6.6%,추락,어도비,주가,하락세,서학개미들,기회,저점,매수,판단,어도비,영상,제작,편집,프로그램,프리미어,생산,소프트웨어,기업,유튜브,시장,활황,지속,성장,5위,마이크로소프트,MICROSOFT,CORP,매수,규모,달러,한화,147억,마이크로소프트,56.7,6%,수익률,기록,기업,다우존스,지수,최고,실적,분야,클라우드,컴퓨팅,실적,기록,투자자들,관심,확대,이외,VAXART,SPLR,ISHARES,PREFERRED,INCOME,SECURITIES,ETF,ISHARES,IBOXX,USD,HIGH,YIELD,CORPORATE,BOND,ETF,VAXART,PROPERTIES,MILLERKNOLL,US0537611024,INNOVATIVE,INDUSTRIAL,PROPERTIES,MILLERKNOLL,순위권,이름",neutral,3.152940853033215
2022-01-03,"아이폰13, 2개월째 中대륙 휩쓸었지만...""완판행렬 곧 끝난다""","아이폰13,2개월,대륙,완판행렬,2개월,중국,스마트폰이,애플,출시,아이폰13,조사결과,2일,자료,시장,조사,업체,카운터,포인트,리서치,인용,보도,판매량,기준,애플,중국,스마트폰,시장,점유,23.6%,10월,연속,2위,비보,VIVO,17.8%,기록,WSJ,중국판,블랙,프라이데이,영향,광군절,기간,판매,프로모션,풀이,애플,실제,카운터,포인트,리서치,조사,결과,11월,매출,전월,대비,15.5%,증가,광군절,기간,징둥닷컴,중국,최대,전자,상거래,플랫폼,신형,아이폰,10위,판매량,소비자,중국,온라인,쇼핑몰,수량,구매,가능,제한,WSJ,중국,프리미엄,스마트폰,시장,최대,경쟁자,화웨이,미국,제재,판매량,급감,영향,애플,중국,아이폰,가격,책정,중국,아이폰,판매,아이폰,대비,300~800위안,5만,14만,스마트폰,교체,시기,소비자들,아이폰13,선택,카운터포인트리서치,애플,판매량,중국,브랜드,전망,에단,Ethan,Qi,연구원,중국,아이폰,구형,기기,이용자,교체,수요,연말,프로모션,정도,충족,브랜드,저가,모델,중심,중국,오포,Oppo,비보,아너,Honor,판매량",positive,4.118222024291754
2022-01-03,[메타버스 작업소] 2022년 메타버스 전망 애플 헤드셋 '억대 연봉' 크리에이터 나온다,"전망,메타버스,애플,헤드셋,연봉,크리에이터,메타버스,관심,현지시간,7일,미국,라스베이가스,정보기술,세계,최대,정보,전시회,CES2022,메타버스,핵심,트렌드,정도,메타,페이스북,마이크로소프트,MS,애플,엔비디아,해외,빅테크,기업,경쟁,메타버스,선점,완벽,메타버스,IT업게,변화,예상,전망,주목,메타버스,관전,포인트,1.,헤드셋,역대,메타버스,등장,메타버스,확산,걸림돌,디바이스,기기,VR,가상현실,디바이스,사용,후기,혹평,메타버스,PC,스마트폰,접속,미국,월스트리트저널,WSJ,외신,종합,애플,아이폰,차세대,디바이스,혼합현실,헤드셋,2022년,출시,가능성,WSJ,애플,2022년,헤드셋,2023년,판매,스마트,글래스,계획,신형,헤드셋,애플,독자,반도체,확정,보도,IT업계,애플,기대감,메타,페이스북,공개,차세대,VR,가상현실,헤드셋,세계,VR헤드셋,오큘러스,퀘스트,후속,모델,고급,디바이스,메타,설명,공개,종합,사용자,눈동자,표정,실시간,아바타,반영,렌즈,오큘러스,퀘스트,몰입감,디바이스,크기,무게,유니티,미국,게임,엔진,개발사,한국,지사,김범주,헤드,유니티,메타,디바이스,프로젝트,캄브리아,Project,Cambria,캄브리아,고대,생물,폭발적,증가,메타버스,콘텐츠,폭발적,의지,설명,메타,AR글래스,수년,공개,2.,NFT,환상,궁합,일까,대체불가토큰,NFT,메타버스,본격적,적용,전망,NFT,메타버스,생성,콘텐츠,소유,개념,창출,유일,디지털,수단,IT업계,메타,버스,경제,NFT,필수,NFT,예술,작품,부동산,패션,뷰티,아이템,콘서트,티켓,가상,공간,생산,거래,적용,글로벌,기업,메타버스,NFT,궁합,주목,나이키,사용자,자신,아바타,나이키,상품,착용,가상공간,로블록스,마련,NFT,제작,스타트업,RTEKT,인수,나이키,로고,스니커,의류,NFT,판매,예상,아디다스,컬렉션,중순,NFT,인기,BAYC,Bored,Ape,Yacht,Club,펑크스,코믹스,NFT,인플루언,지머니,gmoney,3만,NFT,2300만,달러,273억,매출,완판,성공,아디다스,메타,버스,플랫폼,더샌드박스,가상,부동산,매매,한정판,콘텐츠,체험,이벤트,예정,네이버,제페토,메타,버스,플랫폼,라인,블록체인,활용,NFT,발행,게임사,메타,버스,플랫폼,컴투버스,구축,컴투스,가상,공간,사용,토큰,발행,예정,NFT,예상,NFT,상표권,저작권,연동,가상화폐,가치,변동,거품,논란,약점,사실,메타버스,NFT,결합,경향,업계,관계자,메타버스,쇼핑,일상,여부,NFT,사용,메타버스,NFT,앙꼬,찐빵,크리에이터,연봉,메타버스,기획사,유튜브,활성화,크리에이터,이코노미,창작자,경제,메타버스,확대,전망,제페토,20,크리에이터,유입,제페토,운영,네이버제트,2D,차원,이미지,애니메이션,제작,지식,노하우,제페토,아바타,상의,하의,악세사리,매니큐어,아이템,지원,크리에이터,원피스,가격,책정,제페토,판매,수익,제페토,크리에이터,활동,수익,스타,크리에이터,등장,로블록스,게임,사람,800만,130만,수익,10만,달러,1억,사람,300명,디센트럴랜드,건물,아바타,아이템,디지털,도구,빌더,builder,지원,메타버스,라이브,방송,기능들,추가,크리에이터,수익,방법,메타버스,SNS,인기,크리에이터,등장,삼성,현대차,기업,크리에이터,기업,디지털,아이템,제작,가상,이벤트,협업,본격적,증가,예상,유튜버,MCN,다중,채널,네트워크,회사,크리에이터,유명,메타버스,인플루언서,회사,전망,기업,개인,유튜버,채널,인수,메타버스,계정도,매물,리스트,가능성,꽃중년,4.,세대,메타버스,타나,메타,버스,플랫폼,사용자,알파세대,10대,MZ세대,20,네이버,제페토,사용자,80%,13~18세,미국,메타버스,게임,플랫폼,16세,사용자,절반,차지,마인크래프트,대다수,사용자,10대,SK텔레콤,이프랜드,NH농협은행,독도버스,MZ세대,겨냥,부동산,캐릭터,작품,메타버스,아이템,NFT,적용,디센트럴랜드,샌드박스,플랫폼,특성,코인,시장,관심,스마트폰,게임,온라인,PC,스마트폰,20,3명,국민,1명,40,현실세계,경제활동,메타버스,참여,저조,지갑,여유도,60대,중장년층,흡수,메타버스,의미,업계,관계자,아바타,점프,중장년층,유튜브,카카오톡,중장년층,이용,UI,사용자,환경,경험,일각,디지털,디바이드,정보격차,메타버스,장벽,발생,요즘,지방,자치,단체,진행,스마트폰,키오스크,교육,프로그램,메타버스,추가,가능성,분만,사람,디지털,휴먼,디지털,휴먼,폭발적,일상,자연,가능성,전자,금융,유통,교육,엔터테인먼트,산업분야,기업들,디지털,휴먼,가상인간,디지털,버추얼,셀럽,메타휴먼,용어,세계,가상,현실,사람,활동,디지털,휴먼,SM엔터테인먼트,걸그룹,에스파,아바타,LG전자,모델,래아,신한라이프,모델,로지,롯데홈쇼핑,쇼호스트,루시,스마일게이트,모델,한유아,디지털,휴먼,종횡무진,직업,기업,광고모델,연예인,아나운서,금융,상담원,학습,교사,추세,디지털,휴먼,인공지능,AI,3D그래픽,클라우드,발달,진짜,사람,모습,능력,업그레이드,디지털,휴먼,제작,도구,게임,엔진,개발사,에픽게임즈,클라우드,스트리밍,스트리밍,메타휴먼,크리에이터,이용,게임,크리에이터,고품질,디지털,휴먼,분만,IT업계,대중,인지도,디지털,휴먼,1000여명,무명,디지털,휴먼,공간,메타버스,플랫폼,현실세계,디지털,휴먼,메타버스,진출,전망",neutral,2.999978128085786
2022-01-03,"티몬, 스피킹맥스 '올인원 마스터패키지' 1년 이용권 86% 할인 단독 판매","티몬,마스터패,스피킹맥스,올인원,이용,86%,할인,단독,판매,티몬,온라인,영어,교육,브랜드,스피킹맥스,돌파,누적,판매,기념,영어,프로그램,이용,올인원,마스터패,자유,이용권,정가,대비,최대,86%,단독,할인,판매,3일,이달,주말,제외,9시,티비온,TVON,미국,현지,생중계,실시간,이원,진행,판매방송,특별,라이브,판매,방송,편성,현지,원어민,렌터카,탐방,음식,주문,유명,관광지,주제,상황,실제,사용,영어,표현,예정,라이브방송,구매시,혜택,방송,구매,고객,10만,추가,할인,이용권,정규,추가,증정,방송,댓글,구매인증,커피상품권,애플,에어팟,상품,증정,고객,구매,대상,해외여행,왕복,항공권,백화점상품권,추첨,증정,이벤트,준비,판매,패키지,350만,프로그램,영어,교육,교재,16권,포함,영어,회화,기초,실전,대비,수준,학습,정규과정,시점,상황,현지인,대화,영어,온라인,뉴욕,하와이,런던,세계,도시,여행,영어,해외여행,현지인,대화,영상,단어,공부,맥스보카,1년,자유,이용,정규과정,해외여행,자유,이용권,할인,최대,80%,금액,개별,구매,가능,실장,이재훈,티몬,티몬,100억,누적,매출,달성,스피킹맥스,고객,부응,새해,혜택,준비,고객,자기계발,상품,서비스,파트너들,교육,전문,파트너,협업",neutral,3.000138247894938
2022-01-03,“메타버스 주도권 잡아라” 애플-메타 ‘인재 쟁탈전’ 점입가경,"메타버스,주도,애플,메타,인재,쟁탈전,점입가경,애플,메타,급증,엔지니어,이직,최대,달러,자사,지급,결정,선점,먹거리,갈등,애플,메타,페이스북,싸움,점입가경,앱추적,투명성,ATT,적용,원색,비난,회사,신경전,확보,미래,먹거리,인재,쟁탈전,블룸버그,외신,애플,달러,최대,2억,주식,인센티브,지급,지급,대상,반도체,설계,하드웨어,소프트웨어,실적,5만,18만,달러,주식,애플,4년,근무,조건,애플,예정,인센티브,제공,쟁탈전,인재,치열,메타,인력,급증,블룸버그,애플,사이,메타,이직,엔지니어,100명,애플,메타,증강현실,AR,홍보책임자,안드레아,슈베르트,영입,맞불,충돌,지점,AR,가상현실,VR,중심,메타버스,회사,미래사업,분야,애플카,불투명,애플,내년,AR,헤드셋,출시,메타버스,진입,전망,애플,하드웨어,엔지니어링,리치오,수석,부사장,프로젝트,책임자,내정,업계,프로젝트,AR,VR,애플,메타,메타버스,보유,독보,플랫폼,겨냥,관측,그동안,애플,아이폰,앱스토어,모바일,기기,생태,페이스북,SNS,독보,지위,경쟁,갈등,깊이,애플,메타,감정,상태,메타,사명,메타버스,미래,성장,동력,선언,자회사,오큘러스,VR,기기,제조,회사,메타버스,진입,지렛대,전략,메타,방향타,배경,애플,애플,iOS,업데이트,앱추적,투명성,ATT,적용,치명상,메타,핵심,수익,모델,맞춤,광고,사용자,페이스북,사용,생성,데이터,활용,성별,나이,인종,최적화,광고,구조,ATT,적용,불가능,페이스북,하루,20억,가량,사용,SNS,세계,최대,추가,성장,도모,메타,소상공인,위협,애플,ATT,계획,ATT,반발,전면광고,신문,사진,왼쪽,애플,최고,경영자,CEO,마크,커버그,사진,오른쪽,메타,CEO,서로,비난,불편,심기,미국,경제,매체,개인정보,회사,철학,정반대,싸움,수년,지속,진단",neutral,2.999993004654243
2022-01-03,"티몬, 스피킹맥스 1년 이용권 최대 86% 할인 ""100억 매출 기념""","티몬,스피킹맥스,이용권,최대,86%,할인,100억,매출,기념,티몬,온라인,영어,교육,브랜드,스피킹맥스,프로그램,이용,올인원,마스터패,자유,이용권,정가,대비,최대,86%,단독,할인,판매,3일,티몬,티비온,라이브커머스,플랫폼,TVON,3일,14일,9시,미국,현지,생중계,실시간,이원,진행,판매방송,특별,라이브,판매,방송,편성,현지,원어민,렌터카,탐방,음식,주문,유명,관광지,주제,상황,실제,사용,영어,표현,라이브,방송,구매,혜택,방송,구매,고객,10만,추가,할인,이용권,정규,추가,증정,방송,댓글,구매인증,커피상품권,애플,에어팟,상품,증정,고객,구매,대상,해외여행,왕복,항공권,백화점상품권,추첨,증정,이벤트,준비,판매,패키지,350만,프로그램,영어,교육,교재,16권,포함,실장,티몬,이재훈,티몬,100억,누적,매출,달성,스피킹맥스,고객,부응,혜택,준비,고객,자기계발,상품,서비스,파트너들,교육,전문,파트너,협업",neutral,2.9999901574046817
2022-01-04,"애플, 시총 3조 달러 돌파 삼성전자 7.6개 합친 규모","애플,시총,달러,돌파,삼성전자,7.6개,규모,세계,기업,애플,세계,영국,GDP,애플,미국,기업,새해,주식,시장,세계,달러,시가,총액,3579조,돌파,코로나19,팬데믹,대유행,아이폰,부품,부족,반도체,공급,악재,애플,주식,달러,안전자산,대우,평가,3일,현지시간,증권시장,뉴욕,나스닥,증권,시장,애플,주가,장중,182.88달러,달러,시총,터치,블룸버그,통신,보도,한국,GDP,1.8배,MS,2.5조,달러,애플,일개,기업,가치,경이,규모,나라,경제,세계,국내총생산,GDP,5번,영국,2조,달러,4위,독일,3조,달러,우리나라,GDP,1조,달러,1.8배,기업,상장,코스피,시총,코스피,2205조,2890억,1.6배,기업,가치,삼성전자,468조,6279억,7.6개,규모,후반,애플,주가,속도,상승,달러,시총,돌파,2년,달러,몸집,달러,진입,개월,팬데믹,초기,비교,3배,1년,41%,애플,마이크로소프트,2조,달러,알파벳,구글,사우디,아람코,아마존,테슬라,애플,달러,격차,최고,아이폰,수익,애플,기록,최고경영자,CEO,승리,해석,혁신,원천,창업자,스티브,잡스,사망,후계자,자격,능력,물음표,시장,의문,놀라움,아이폰,역사상,수익성,제품,평가,파이낸셜타임스,FT,미국,유럽,중국,정부,규제,정치,위협,공급망,관리,제품,대량,판매,경영능력,발휘,평가,의존,아이폰,매출,애플워치,웨어러블,기기,애플TV플러스,플러스,애플,피트니스,플랫폼,유료,서비스,확장,수익구조,다각화,성공,애플,회계,연도,서비스,매출,18.7%,달러,4년,규모,서비스,순이익,하드웨어,판매,이윤,70.5%,FT,모건스탠리,자율,행차,시총,성장,전망,긍정적,블룸버그,통신,애플,애널리스트,매수,의향,유지,2명,매도,의견,애플,증강현실,AR,가상현실,VR,헤드셋,자율,주행,전기차,본격적,출시,주가,전망,모건스탠리,연구원,케이티,휴버티,애플,주가,200달러,상향,자율주행차,애플,매출,시총,2배,장밋빛,전망,팬데믹,폭발,수요,공급망,부족,사태,인플레이션,발목,블룸버그,통신,소프트웨어,인터넷,기업,하드웨어,애플,임금,운송비,상승,원자재,가격,수익성,타격,지적,대비,경쟁사,제품,아이폰,여유분,가격,인상,부정적,측면,월스트리트저널,증가율,아이폰,판매,증가,24%,1%,3년,연평균,성장,5%,빅테크,저조,성장,예상,움직임,인앱,결제,정부,규제,걸림돌애플,미래,먹거리,아이폰,수익성,보장,미지수,어드바이저스,리처드,번스타인,연구원,토니,사코나기,보고서,AR,2030년,분야,매출,차지,비중,4%,2040년,달러,규모,시장,성장,출시,전망,애플,자율주행차,핵심,인력,퇴사,지연,각국,정부,규제,정책,걸림돌,한국,미국,유럽,규제,당국,앱스토어,애플,내부결제,콘텐츠,결제,강요,인앱,결제,기업,경쟁,방해,제재",neutral,3.0012267528218217
2022-01-04,"[종목이슈] 애플 시총 韓GDP 2배 돌파...""XR 애플카 관련주가 수혜주""","애플,시총,GDP,돌파,XR,관련주,수혜주,김준희,애플,시가총액,사상,미국,기업,달러,장중,글로벌,안전,자산,주목,메타버스,XR,확장현실,헤드셋,애플카,신사업,성장,기대감,주가,추세,애플,핵심,부품,공급,업체,전기,전자,대형주,수혜주,주목,미국,나스닥,상장,애플,현지시간,달러,시총,세계,기업,규모,애플,세계,시총,2018년,8월,클럽,입성,규모,몸집,애플,로고,애플,주가,상승,아이폰13,에어팟,제품,판매,호조,XR,애플카,구상,구체화,수요,견조,사업,성과,성장성,자산,글로벌,안전,지위,평가,애플,아이폰,수요급증,부품,공급,품귀,현상,상황,매체,소식통,애플,상반기,아이폰,시리즈,출하량,30%,계획,아이팟,웨어러블,요인,주가,상승,연구원,서상영,미래에셋증권,애플,주가,상승,연말,쇼핑,시즌,에어팟,판매,웨어러블,매출,성장,부각,웨어러블,메타버스,3차원,가상현실,XR,기기,출시,상황,시장,애플,중순,XR,헤드셋,글래스,내년,스마트,예상,완전,자율,주행,초점,애플카,출시,출시,김준희,LG이노텍,3개월,현황,주가,변동,사진,네이버금융,캡처,LG,애플,수혜주,주목,애플,부품,공급,애플,확장,핵심,부품,공급망,확보,추정,금융투자업계,LG전자,LG디스플레이,LG이노텍,애플,파트너,유력,연구원,김동원,KB,증권,애플,부품,업체,선정,장기,갈등,지정학,위험,시장,검증,아이폰,공급망,적극,활용,전망,중국,한국업체,선호,가능성,연구원,LG디스플레이,LG이노텍,2022년,출시,헤드셋,메타버스,XR,입체,영상,몰입도,OLED,모듈,센싱,공급,기업,애플카,테스크포스,TF,구성,추정,공급,애플카,부품,준비,예상,시장,LG디스플레이,LG이노텍,애플,납품,매출,부품,합산,20조,예상,공급,아이폰,부품,시장,검증,만큼,애플,메이저,부품,업체,선정,가능성,무게감,마그나,합작법인,LG마그나이파워트레인,설립,LG전자,JV,진입,애플카,사업,상황,연구원,전장,사업,집중,투자,LG전자,LG디스플레이,LG이노텍,애플카,생산,핵심,부품,공급망,확보,판단,유력,애플카,파트너,추정,애플,주가,탄력,증시,주가,LG전자,LG디스플,상승세,16%,,24%,애플,주가,최고가,182.88달러,주가,1~4%,상승세,26%,,급등,LG이노텍,매물,이날,차익,실현,마감,5.8%,하락",positive,4.996340555255301
