일자,제목,키워드,감정라벨,감정점수
2024-01-02,"애플 '비중 축소' 강등 ""아이폰 등 판매 전망 흐려""","축소,애플,비중,강등,아이폰,판매,전망,기사,글로벌마켓,최대,해외,투자,정보,플랫폼,한경,글로벌,마켓,게재,기사,바클레이즈,애플,AAPL,판매,부진,예상,비중축소,투자,의견,하향,조정,주가,160달러,종가,17%,하락,2일,현지시간,거래,미국,증시,개장전,애플,1.9%,하락,거래,CNBC,마켓워치,바클레이즈,애플,아이폰,아이패드,웨어러블,기기,판매,부진,지적,출시,아이폰,부진,상태,아이폰,가능성,MR하드셋,카테고리들,포함,하드웨어,카테고리,전반적,취약,예상,애플,페이,포함,애플,사업,서비스,분야,10%,성장,가능,실적,차례,분기,부진,주가,48%,상승,가능성,미국,경기,둔화,미국,시장,중국,수요,둔화,중국,정부,비공식적,외국,휴대폰,배제,정책,애플,우호적,환경,분석가,애플,사업,확장,부진,결과,패턴,지속가능,내년,애플,페이,애플,서비스,사업,위험,요소,지적,애플,12월말,실적,회계,연도,예상,수준,보고,예상,회계,순이익,매출,한자릿수,미만,범위,감소,추정,마켓워치,팩트셋,컨센서스,애플,월말,분기,EPS,1.57달러,매출,1.1%,증가,958억,달러,125조,900억,예상,팩트셋,조사,44명,애플,비중축소,4명,27명,매수,13명,중립,의견,평균,주가,197.92달러,애플,9월말,회계,매출,순익,분석가,예상,소폭,연속,매출,감소,애플,애플,워치,혈중산소측정,의료,기업체,마시모,특허,침해,평결,판매,중단,명령,블룸버그,보도,애플,황금시절,전설,디자이너,조니,아이브,디자이너,사단,애플,이탈,시련,애플,주가,48.2%,급등",neutral,2.9964053219155176
2024-01-02,"뉴욕증시 프리뷰, 국채금리 반등 속 다우선물 200P 넘게 하락...애플 테슬라 ASML↓ VS 코인베이스↑","뉴욕,증시,프리뷰,국채,금리,반등,200P,하락,애플,테슬라,ASML,VS,코인,베이스,고인원,특파원,개장,거래일,미국,뉴욕,증시,가격,다우,지수,선물,200포인트,가격,주가,지수,선물,하락,안정세,10년,국채,금리,근방,반등,애플,주가,주의,하락,지수,하락,견인,미국,동부,2일,시카고상업거래소,기준,미국,시카고,상업,거래소,CME,선물,미니,다우,전장,206포인트,0.54%,3만,미니,S&P,선물,35.50포인트,0.74%,4784.50,거래,선물,미니,나스닥,177.75포인트,1.04%,하락,1만,사진,블룸버그,투자,은행,바클레이즈,애플,부정적,전망,여파,이날,개장,애플,종목명,AAPL,주가,2%,하락,바클레이즈,아이폰,판매,부진,애플,주가,가량,하락,뉴욕,반도체,대장주,엔비디아,NVDA,마이크로소프트,MSFT,개장,주가,0.5,1%대,그간,하락세,3.8%,마지막,거래일,3.8%,미국,장기,금리,반등,투자,심리,부담,만기,국채금리,글로벌,채권,벤치,마크,만기,국채,금리,전장,11.3,bp,1bp,0.01%,포인트,3.973%,2년,금리,8.9,전장,대비,8.9,bp,4.329%,마지막,거래일,뉴욕,증시,지수,마감,소폭,하락,연간,지수들,오름세,기록,마감,연간,기준,다우지수,13.70%,상승,S&P,500지수,나스닥,지수,24.23%,43.42%,급등,미국,인플레이션,둔화,경제,속도,둔화,경기,연착륙,연방,Fed,인상,기준,금리,종료,인하,차례,금리,예고,금융시장,공격적,6차례,1.5%,포인트,인하,주가,반영,시장,연준,속도,금리,인하,경제,침체,여부,주목,방향성,예상,만일,시장,연준,금리,인하,괴리,금리,인하,선반영,랠리,증시,하방,압력,작용,증시,랠리,전망,미국,CNBC,전문가,서베이,JP모간체이스,바클레이즈,씨티,전략가들,투자,은행,전략가,S&P,지수,연말,종가,4769.83,2.3%,상승,전망치,평균값,마감,예상,24%가량,오름폭,전망,전망치,제시,오펜하이머,제시,전망치,JP,바이탈,아담,크리사풀리,설립자,CNBC,주식시장,직면,위험,연준,유럽중앙은행,ECB,예상,기준금리,인하,기업,성장세,둔화,가격,결정력,약화,환경,순이익,예상,감소,지적,사진,애플,로고,블룸버그,뉴욕,증시,공개,시장,위원회,FOMC,의사록,공개,고용지표,변동성,예상,하루,공개,FOMC,의사록,구인,이직,JOLTs,보고서,ADP,고용,보고서,5일,미국,노동부,고용,보고서,미국,경제,체력,가늠,제조업,구매,관리자,지수,PMI,예정,이날,개장,특징주,테슬라,TSLA,주가,1%,하락,이날,회사,인도량,스트리트어카운트,전문가들,테슬라,47만,차량,인도,예상,중국,비야디,BYD,판매량,보고,분기,판매량,테슬라,가능성,제기,인도량,차량,중국,전기차,기업,리오토,LI,니오,NIO,샤오펑,XPEV,주가,2~5%,하락,바이두,중국,최대,검색,엔진,BIDU,조이,YY,산하,라이브,방송,플랫폼,인수,계약,취소,소식,바이두,주가,2%,,주가,10%,하락,마켓워치,바이두,36억,달러,규모,조이,인수,계약,취소,중국,사업자,라이브,스트리밍,바이두,모바일,조이,산하,YY,모바일,YY,닷컴,PC,YY,인수,계약,ASML,네덜란드,반도체,장비,기업,ASML,장비,허가,중국,수출,부분적,취소,주가,3%,암호,화폐,거래소,코인베이스,COIN,비트코,가격,21개월,4만,달러,돌파,소식,주가,2%,상승",neutral,2.9998482808005065
2024-01-02,"바클레이즈 ""애플 팔아라"" 비중축소 의견에 -3%","바클레이즈,애플,비중,축소,의견,3%,투자,은행,바클레이즈,애플,투자의견,하향,실적전망,사실,주식,의견,주가,개장,3%,하락,2일,현지시간,바클레이즈,애플,투자의견,시장동일비중,비중축소,단계,목표주가,160달러,제시,바클레이즈,목표주가,주가,187달러,비교,14%,수준,팀롱,바클레이즈,애널리스트,투자의견,하향,Mac,컴퓨터,아이패드,iPad,웨어러블,기기,아이폰,iPhone,판매량,약세,아이폰15,판매,부진,16도,하드웨어들,판매,약세,서비스,성장세,10%,지적,바클레이즈,애플,서비스,사업,애플페이,괄목,성과,실제,애플,실적,회계,연도,매출,측면,순이익,예상치,상회,연속,매출,감소,성장,한계,애플,미중,무역,분쟁,피해,대표적,미국기업,제조사들,중국,스마트폰,제조사,성장,중국,정부,외산,정책,판매,신형,아이폰,평가",neutral,2.7772775302291848
2024-01-02,"애플, 새해에도 '시총 1위' 지킬까... 비전 프로에 달린 미래","애플,새해,시총,비전,프로,미래,9년,애플,신제품흥행,가능,수도,세계,몸값,기업,10년,애플,수식,주가,변동,애플,2013년,시가,총액,기준,세계,유지,글로벌,트렌드,글로벌,아이폰,등장,아이패드,애플워치,예외,성공,천하,애플,2022년,사태,중국,정저우,아이폰,공장,폐쇄,제품,공급,불안정,상태,시작,공무원들,중국,중앙,정무,공무원,대상,금지령,아이폰,사용,지위,중국,프리미엄,스마트폰,시장,균열,애플워치,애플워치,시리즈9,울트라2,공개,타사,특허,침해,미국,수입,법원,구제,애플워치,판매,중지,기간,하루,24시간,애플,시간,1억,500만,달러,매출,손실,모건스탠리,추정,애플,매출,지난,전년,대비,시장,대체적,관측,감소,연속,매출,닷컴,버블,붕괴,22년,하락세,2022년,주가,애플,49%,상승,상승률,나스닥,평균,상승,44%,수치,애플,상승률,연초,대비,200%,안팎,엔비디아,테슬라,메타,빅테크,기술기업,CNBC,경제,매체,10년,자리,시총,인공지능,AI,마이크로소프트,MS,가능성,MS,시총,2조,900억,달러,달러,애플,추격,애플,입장,애플워치,9년,출시,프로,비전,성공,중요,에릭,우드링,모건스탠리,분석가,흥행,장기적,잠재력,입증,중요,실적,비전,프로,애플,최고,경영자,CEO,운명,공산,비전,프로,CEO,체제,신제품,중요,제품,직원들,반대,출시,비전,프로,시장,회의,시각,성공,시총,애플,사상,달러,전문가,전망,애플,시총,달러,돌파,기록,애플",neutral,3.0000595608580625
2024-01-03,새해 벽두부터 애플 매도 보고서 등장 이유보니(영상),"새해,벽두,애플,매도,보고서,등장,이유보,영상,바클레이즈,비중유지,비중축소,160달러,취약,판매,서비스,잠재,리스크,비전,재평가,프로,성공시,새해,벽두,애플,세계,시가,총액,기업,AAPL,매도,보고서,투자자들,이목,집중,매출,40%,주가,상승세,기록,분위기,애널리스트,주장,2일,현지시간,미국,경제,전문,매체,CNBC,배런스,바클레이즈,애널리스트,애플,투자의견,종전,비중,유지,비중축소,하향,조정,목표주가,161달러,160달러,소폭,주가,이날,애플,여파,매도,보고서,전거래일,대비,3.6%,185.64달러,마감,14%,적정주가,얘기,애플,하드웨어,매출,부진,주목,애플,매출,분기,연속,성장세,둔화,하드웨어,여파,매출,약화,아이패드,웨어러블,반등,기기,매출,평가,애플,애플워치내,산소,농도,측정,센서,마시모,의료,기기,업체,특허,침해,혐의,소송,진행,요인,애플,대표,하드웨어,아이폰,판매,둔화,아이폰,매출,부진,연말,출시,부진,아이폰,가능성,전망,중국,아이폰,수요,둔화,선진,시장,인플레이션,금리,상승,소비,압박,판매,부진,실제,아이폰,매출,전년,대비,달러,감소,집계,아이폰,모델,획기적,업그레이드,예상,지적,애플,성장,동력,고마진,사업,서비스,사업,보수적,전망,서비스,사업,잠재적,약점,고리,서비스,사업,앱스토어,관행,수수료,전투,직면,애플,부진,하드웨어,판매,서비스,매출,2024~2025회계,연도,10%,성장,전망,성장,추정,20%,수준,애플,2024회계,연도,2분기,24.1,실적,예상치,월가,전망치,매출,전망,증가,전년,대비,1.1%,958억,달러,주당,순이익,EPS,2.6%,증가,1.57달러,형성,매출,EPS,자릿수,미만,감소세,예상,침체,수요,데이터,애플,주가,상승세,지속,지속,가능성,평가,2025년,의미,반등,프로,증강,현실,헤드셋,비전,출시,행사,예정,프로,비전,성공,차세대,컴퓨팅,장치,선두주자,자리매김,평가,월가,비전,프로,가격,성공,기대감,상황,애플,투자의견,제시,애널리스트,27명,61.4%,매수,비중확대,시장,수익,상회,포함,의견,유지,평균,주가,197.92달러,이날,종가,6.6%,이데일리,유재희,서학,개미,길잡이,라이브,유튜브,누나,이유TV,관심,부탁",neutral,2.9999820290104253
2024-01-03,"애플, 새해 첫 거래일 주가 급락... '시총 2위' MS와 격차 더 좁아져","애플,새해,급락,거래일,주가,시총,MS,격차,하락,주가,부진,시총,달러,증발아이폰,서비스,전망,수익,부정,전망,세계,시가,총액,기업,애플,주가,새해,거래일,3%,하락,시총,2조,870억,달러,기업,마이크로소프트,MS,격차,2일,현지시간,증시,미국,뉴욕,애플,주가,하락,거래일,대비,3.58%,185.64달러,종가,기준,7주,최저치,주가,하락,영향,애플,시총,이날,하루,달러,증발,2조,870억,달러,MS,시총,2조,560억,달러,집계,애플,차이,정도,달러,애플,주가,새해,벽두,하락,바클레이스,영국,투자,은행,이날,보고서,바클레이스,보고서,애플,투자,등급,비중,축소,안내,주가,161달러,160달러,분석가,출시,아이폰,시리즈,판매,부진,중국,성적표,아이폰16,판매,부진,예고,애플,매출,애플,4분,차지,서비스,성장,둔화,예측,구글,제품,그간,애플,검색,엔진,기본,탑재,수익,검색,광고,애플,지급,사실,진행,구글,소송,구글,애플,수익,악영향,애플,부정,전망,기업,시총,가능성,주주,오픈,AI,최대,MS,인공지능,AI,열풍,주가,54%",negative,1.8982553739333525
2024-01-03,"""1 2위 뒤바뀔라"" 애플, 새해 첫날 주가 급락하자 깜짝 전망","1,새해,첫날,주가,급락,전망,기사,글로벌마켓,최대,해외,투자,정보,플랫폼,한경,글로벌,마켓,게재,기사,세계,시총,기업,애플,주가,새해,거래일,2일,현지시간,급락,바클레이스,주가,하향,조정,투자자들,연말,랠리,매물,차익,실현,영향,시총,마이크로소프트,MS,격차,애플,기업,나스닥,상장,기업,MS,오픈AI,대대적,투자,인공지능,AI,성장동력,방어,AI,AI,투자,수요,새해,뉴욕,증시,2위,1,2위,시총,관측,약화,아이폰,수요,주가,이날,애플,3.58%,185.64달러,마감,시총,달러,며칠,랠리,애플,주가,투자,은행,바클레이스,보고서,이날,바클레이스,애플,투자,등급,비중,축소,underweight,주가,161달러,160달러,하향,조정,바클레이스,애널리스트,아이폰15,판매,부진,아이폰16,하드웨어,카테고리,판매,약세,서비스,10%,성장,10%,애널리스트,중국,약세,선진,시장,수요,감소,규제,리스크,애플,부진,애널리스트,구글,트래픽,획득,비용,TAC,판결,앱스토어,조사,앱스토어,강화,스토어,애플,서비스,사업,성장세,애플,매출,애플,4분,차지,시장,미국,검색,엔진,시장,장악,구글,애플,기기,기본,검색,엔진,탑재,대가,수익,검색,광고,36%,애플,지급,사실,진행,소송,구글,반독점법,위반,판결,애플,수익,영향,MS,시총,격차,애플,중심,나스닥지수,전장,245.41포인트,1.63%,14,765.94,마무리,이날,MS,주가,370.87달러,마무리,전장,1.37%,하락,시총,2조,달러,애플,격차,MS,130억,달러,투자,오픈AI,생성,AI,챗GPT,주목,AI,선도,기업,급부상,뉴욕,증시,AI,강세,예상,주가,만큼,MS,유망,예상,애플,부진,MS,상승세,2위,1,2위,시총,애플,MS,순위,전망,MS,규제,리스크,변수,MS,오픈AI,지분,49%,보유,영국,경쟁,시장청,CMA,MS,오픈AI,실질적,합병,의심,CMA,MS,오픈AI,투자,협력,합병,조사,수집,예비,자료,착수,미국,연방,거래,위원회,FTC,MS,오픈AI,조사,여부,검토",negative,1.897514403797686
2024-01-03,"애플, 악재 즐비ㆍ성장동력 불투명 올해 MS에 세계 시총 1위 내주나","애플,불투명,악재,성장,동력,MS,세계,시총,내주,새해,거래일,주가,급락,바클레이스,투자,의견,하향,조정,타격,하드웨어,서비스,사업,부진,평가,인앱,결제,특허,침해,이슈,외부,여건,부정적,FT,오픈AI,MS,등극,가능,제기,애플,새해,거래일,2일,현지시간,주가,급락,지위,글로벌,시가,총액,기업,상황,성장,동력,악재,마이크로소프트,마이,크로소프트,MS,추월,관측,MS,최대,지분,보유,오픈AI,승승장구,관측,애플,주가,이날,185.64달러,마감,7주,최저치,기록,로이터통신,보도,바클레이스,영국,투자,은행,애플,투자,의견,중립,비중축소,단계,하향,바클레이스,조정,컴퓨터,아이패드,웨어러블,기기,판매,부진,신형,아이폰,고전,설명,화웨이테크놀로지,부활,중국,실적,지적,아이폰,매출,비중,서비스,성장,둔화,예상,구글,에픽게임즈,인기,게임,포트나이트,제작사,인앱결제,소송,일련,이슈,애플,악영향,관측,생명,기기,대대적,홍보,애플워치,마시모,의료,기기,기업,특허,산소,농도,측정,미국,정부,판단,명성,애플,핵심,디자,인력들,퇴사,오픈AI,AI,프로젝트,합류,애플,왕좌,성장,동력,AI,열풍,애플카,10년,애플,중국,샤오미,지난달,전격,전기차,애플,MS,시총,전망,제기,파이낸셜타임스,FT,기업,전망,MS,개발사,오픈AI,제휴,덕분,물결,생성,AI,증가,소프트웨어,판매,애저,클라우드,컴퓨팅,플랫폼,향상,MS,시가,총액,선두,도약,애플,실제,이날,2조,달러,MS,2조,달러,시총,격차,달러,171조,MS,최대주주,오픈AI,상승,곡선,더인포메이션,전문,매체,이날,소식통,인용,오픈AI,매출,달러,돌파,보도,전년,매출,달러,수준",neutral,2.6866598604246974
2024-01-03,반도체 '팹리스' LX세미콘이 IT OLED 개화에 웃는 이유는,"반도체,팹리스,LX세미콘,개화,OLED,LX세미콘,디스플레이,핵심,부품,DDI,설계,LX,세미콘,확대,OLED,시장,수요,OLED,DDI,TV,회복,가속,신중론,유기발광다이오드,OLED,시장,개화,반도체,팹리스,설계전문,LX세미콘,기대감,실적,회복,고개,LX세미콘,부품,디스플레이,핵심,디스플레이구동칩,DDI,설계,공급,OLED,시장,영역,확대,수익성,OLED,DDI,수요,LX세미콘,사진,LX세미콘,3일,시장,조사,기관,유비리서치,OLED,디스플레이,패널,출하량,1880만,추정,790만,대비,138%,수치,애플,OLED,탑재,아이패드,출시,예상,시장,성장,전망,애플,아이패드,OLED,패널,적용,눈높이,수요,공략,태블릿,제조,기업,OLED,패널,활용,진단,디스플레이,기업,일차적,수혜,LX세미콘,반도체,팹리스,LX,세미콘,효과,OLED,밀접,연관,LX세미콘,디스플레이,패널,DDI,공급,DDI,디스플레이,화소들,조정,반도체칩,기기,중앙처리장치,화면,구동,신호,입력,패널,동작,출력,신호,생성,제어,LX세미콘,DDI,설계,회사,생산,DDI,LX세미콘,먹거리,매출,기준,대형,소형,DDI,비중,88%,차지,디스플레이,수요,LX세미콘,실적,영향,구조,위축,디스플레이,시장,LX세미콘,매출,분기,누적,전년,동기,대비,16.5%,영업이익,79.2%,하락,전망치,OLED,출하량,전망,사진,유비리서치,경기,회복기,디스플레이,시장,개선,예상,수요,OLED,DDI,LX세미콘,실적,개선,탄력,액정표시장치,LCD,DDI,OLED,DDI,가격,그간,태블릿,노트북,대다수,LCD,패널,탑재,애플,제품,시작,OLED,시장,확대,연구원,남궁현,신한투자증권,OELD,침투,확대,코로나19,특수,대비,수익,개선,설명,리서치센터장,이승우,유진투자증권,리서치,센터장,OLED,아이,패드,DDI,공급,실적,기여,일각,LX세미콘,매출처,TV,스마트폰,수요,실적,회복,제한적,LX세미콘,TV,스마트,폰용,DDI,매출,제품,매출,28%,기준,28%,차지,업계,관계자,수혜,OLED,LX세미콘,시장,TV,스마트폰,회복",neutral,2.9999156750855036
2024-01-03,"[A to Z 경제] ""첫 5거래일이 1년 시장 좌우"" 뉴욕증시, 급락에도 증권가 ""AI 강세 여전""","5거래일,좌우,시장,뉴욕증시,급락,강세,증권가,AI,뉴욕증권거래소,사진,게티이미지뱅크,새해,거래일,뉴욕증시,하락,마감,증시,불안감,뉴욕증시,핵심,매그니피센트,나스닥,빅테크,주가,급락세,역사적,뉴욕증시,1월,분위기,분위기,연간,시장,반영,뉴욕증시,5거래일,얘기,5거래일,약세,약세,강세,기술주,주도,시장,예상,한국,거래소,지수,이날,코스피,2.34%,전일,대비,2.34%,2607.31,마감,코스닥,0.84%,하락,871.57,마감,약세,코스피,상승,연속,지난밤,뉴욕,증시,급락,여파,증시,영향,시장,뉴욕증시,하락세,매그니피센트,나스닥,빅테크,제약,바이오,업종,흐름,발견,지난밤,S&P,500지수,통신,산업,관련주,낙폭,에너지,헬스,유틸리티,필수,소비재,관련주,1%,상승,뉴욕증시,타격,회사,애플,애플,바클레이스,아이폰,판매,부진,전망,투자의견,하향,3%,전장,대비,기점,전반적,하락세,인공지능,AI,수혜주,강세,엔비디아,3%,마이,1.37%,알파벳,1.09%,아마존,1.32%,하락,오펜하이머,투자의견,상향,13%,급등,13%,뉴욕시장,기술주,중심,강세,애플,마이크로소프트,S&P,지수,기업,상위,뉴욕,증시,수익,차지,조정기,매니저,이재욱,AB,자산,운용,선임,포트폴리오,전망,글로벌,주식,시장,주제,기자간담회,현상,주식,쏠림,일시적,역사적,수치,조정,15%,근접,언급,흐름,상승세,시장,낙관론,유효,진단,자산,운용사,나벨리,창업자,최고투자책임자,창업자,최고,투자,책임자,CIO,루이스,나벨리,연말,윈도드레싱,결산기,수익,관리,마무리,포트폴리오,매니저,새해,절세,이익,실현,연기,자산,포트폴리오,재조정,랠리,예측,유명,금융,리서치,업체,펀드,스태랫,대표,시장,강세,전망,차익,실현,압박,최고경영자,제이,하트필드,인프라캐피탈,매니지먼트,최고,경영자,CEO,CNBC,인터뷰,정상적,정도,예상,패턴,통상,차익,실현,애플,투자,의견,하향,포인트,설명,낙폭,실적,시즌,주가,반등,낙관,증권가,나스닥,뉴욕증시,뉴욕,증시,리서치본부장,김상훈,KB,증권,리서치,본부장,비만치료제,성장,테마,시장,생성,AI,필적,테마,AI,성장세,집중,조언,연구원,황현정,키움증권,오픈AI,부상,AI,시장,본격적,개화기,내년,AI,실질적,수익,영업레버리지,수익,개선,성과,기업,중심,옥석,예상,관심,AI,테마,판단",neutral,3.000045602399041
