train_loss,val_loss
1.5638714013276276,0.235163023074468
0.6059267780295124,0.043736769093407526
0.3733757855715575,0.011332436154286066
0.31441976957850987,0.014069528939823309
0.35369559901731984,0.012936060472081104
0.3237545832439705,0.01806487360348304
0.297737091227814,0.015217638626280759
0.27780986384109213,0.014093170977301069
0.2799541839846858,0.014833494658685394
0.2750472961752503,0.028123926578296557
0.2539444394685604,0.056356511596176356
0.25605509237006857,0.08915072265598509
0.23788869753479958,0.07629711925983429
0.26259840307412324,0.0412354605893294
0.25264954842903,0.012760838131523795
0.21477246394863836,0.057076667331986956
0.26030460993448895,0.02614798065688875
0.2161245114273495,0.04179932259851032
0.24499059661670966,0.02045938155303399
0.21739628303934028,0.024463731485108536
0.23131012309480597,0.05370288942423132
0.2314189131613131,0.02048935027172168
0.21898733189812414,0.027295230991310544
